Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Category,Units_Sold,Unit_Price,Revenue,Discount(%),Festival_Season,Festival_Name,Payment_Method,Delivery_Time(days),Customer_Rating,Returned
ORD103354,2024-02-18,CUST4841,Regular,Home Decor,4,4601,9938.16,46.0,No,None,Wallet,3,3.8,No
ORD103355,2024-05-06,CUST6777,New,Fashion,5,3232,11312.0,30.0,No,None,UPI,3,3.7,No
ORD103356,2024-08-10,CUST4659,Premium,Beauty,4,3489,10606.56,24.0,Yes,Independence Day,Credit Card,4,3.9,No
ORD103357,2024-10-05,CUST3987,Regular,Electronics,2,4638,8626.68,7.0,No,None,UPI,3,2.8,No
ORD103358,2024-10-20,CUST8684,Premium,Home Decor,1,7067,6289.63,11.0,Yes,Diwali,Credit Card,1,3.9,No
ORD103359,2024-10-10,CUST1843,Regular,Fashion,5,3434,16998.3,1.0,No,None,UPI,4,3.9,Yes
ORD103360,2024-10-03,CUST5428,Regular,Home Decor,4,6197,21317.68,14.0,No,None,Credit Card,1,4.4,No
ORD103361,2024-04-16,CUST2713,Regular,Groceries,1,6501,3965.61,39.0,No,None,Wallet,4,4.1,No
ORD103362,2024-05-25,CUST9081,Premium,Electronics,3,1333,2759.31,31.0,No,None,Wallet,1,4.9,No
ORD103363,2024-04-08,CUST8017,New,Beauty,4,2262,8143.2,10.0,No,None,Wallet,2,2.7,No
ORD103364,2024-03-13,CUST1084,Premium,Groceries,5,4827,20273.399999999998,16.0,No,None,Wallet,2,4.4,No
ORD103365,2024-05-01,CUST3842,Premium,Home Decor,2,3671,5873.6,20.0,No,None,Credit Card,3,4.4,No
ORD103366,2024-01-30,CUST2898,Regular,Fashion,1,668,527.72,21.0,Yes,Republic Day,UPI,4,3.2,No
ORD103367,2024-07-06,CUST8161,Regular,Electronics,1,1544,1049.9199999999998,32.0,No,None,Wallet,6,4.2,No
ORD103368,2024-12-29,CUST4867,Regular,Beauty,2,9270,13348.8,28.0,Yes,Christmas/New Year,Wallet,4,4.1,No
ORD103369,2024-12-19,CUST4968,Premium,Fashion,5,6298,27081.399999999998,14.0,No,None,UPI,1,3.2,No
ORD103370,2024-10-14,CUST8153,New,Beauty,3,4007,9616.800000000001,20.0,No,None,UPI,6,4.3,No
ORD103371,2024-07-13,CUST8989,Regular,Electronics,2,4936,9773.28,1.0,No,None,COD,3,4.8,No
ORD103372,2024-06-04,CUST3913,Premium,Home Decor,3,5157,9127.890000000001,41.0,No,None,UPI,7,3.3,No
ORD103373,2024-06-20,CUST1251,New,Beauty,5,3545,11166.75,37.0,No,None,UPI,3,5.0,No
ORD103374,2024-11-30,CUST7612,Regular,Electronics,4,788,3088.96,2.0,No,None,UPI,7,3.1,No
ORD103375,2024-02-10,CUST3842,Premium,Beauty,4,4083,12412.32,24.0,No,None,COD,6,2.8,No
ORD103376,2024-03-03,CUST9921,Premium,Fashion,5,9721,42772.4,12.0,No,None,UPI,4,2.7,No
ORD103377,2024-01-23,CUST3212,Premium,Beauty,3,291,672.21,23.0,Yes,Republic Day,Credit Card,7,3.0,No
ORD103378,2024-12-25,CUST6675,Regular,Fashion,2,657,919.8,30.0,Yes,Christmas/New Year,Wallet,2,3.4,No
ORD103379,2024-03-15,CUST8688,Premium,Fashion,5,2084,8961.2,14.0,No,None,Credit Card,7,4.3,No
ORD103380,2024-02-17,CUST7460,Premium,Electronics,5,3321,15774.75,5.0,No,None,COD,4,2.7,No
ORD103381,2024-06-08,CUST6937,Regular,Groceries,4,7842,18820.8,40.0,No,None,COD,7,,No
ORD103382,2024-11-08,CUST2876,Premium,Beauty,2,5811,10576.02,9.0,Yes,Diwali,COD,6,3.8,No
ORD103383,2024-04-27,CUST9878,Regular,Home Decor,4,8152,29999.36,8.0,No,None,COD,4,3.1,No
ORD103384,2024-04-09,CUST3311,New,Fashion,3,9795,14986.35,49.0,No,None,COD,5,2.6,No
ORD103385,2024-06-15,CUST2760,Premium,Groceries,3,3903,7025.4,40.0,No,None,Wallet,1,3.1,Yes
ORD103386,2024-10-16,CUST6459,New,Fashion,1,4682,2387.82,49.0,No,None,UPI,1,3.1,No
ORD103387,2024-06-04,CUST5168,Regular,Groceries,5,2181,6543.0,40.0,No,None,Credit Card,5,4.2,Yes
ORD103388,2024-01-07,CUST8018,Regular,Groceries,2,4666,8958.72,4.0,No,None,Credit Card,3,3.1,No
ORD103389,2024-07-14,CUST3101,Regular,Home Decor,2,2431,2722.7200000000003,44.0,No,None,UPI,6,3.4,No
ORD103390,2024-02-25,CUST8514,Regular,Groceries,4,9163,20891.640000000003,43.0,No,None,COD,1,2.6,No
ORD103391,2024-11-16,CUST3997,Regular,Home Decor,4,5981,14354.4,40.0,No,None,UPI,3,4.1,No
ORD103392,2024-07-11,CUST1082,Premium,Electronics,2,8596,14097.44,18.0,No,None,COD,2,3.7,No
ORD103393,2024-02-16,CUST7804,Regular,Fashion,4,8613,27906.120000000003,19.0,No,None,Wallet,3,3.4,No
ORD103394,2024-05-27,CUST9278,Premium,Home Decor,1,9583,6516.44,32.0,No,None,Credit Card,1,4.3,No
ORD103395,2024-10-01,CUST1365,Regular,Fashion,5,3515,10193.500000000002,42.0,No,None,Credit Card,6,,No
ORD103396,2024-06-05,CUST8423,Premium,Beauty,1,5375,3440.0,36.0,No,None,Wallet,6,3.3,No
ORD103397,2024-07-20,CUST4007,Premium,Electronics,3,1798,3775.7999999999997,30.0,No,None,Wallet,3,4.3,No
ORD103398,2024-05-05,CUST8192,Premium,Beauty,2,4462,5532.88,38.0,No,None,COD,7,3.4,No
ORD103399,2024-10-31,CUST2508,New,Beauty,1,1742,1532.96,12.0,Yes,Diwali,UPI,2,3.1,No
ORD103400,2024-10-20,CUST1605,Regular,Groceries,1,8533,5375.79,37.0,Yes,Diwali,COD,5,4.3,No
ORD103401,2024-03-04,CUST1957,Regular,Groceries,4,289,647.36,44.0,No,None,COD,1,4.3,No
ORD103402,2024-11-20,CUST2264,Regular,Beauty,4,4606,17502.8,,No,None,,6,4.7,No
ORD103403,2024-06-24,CUST1755,Regular,Groceries,4,5690,12290.400000000001,46.0,No,None,COD,2,3.8,No
ORD103404,2024-04-25,CUST6521,Premium,Fashion,3,3906,10897.74,7.0,No,None,UPI,4,3.1,No
ORD103405,2024-07-22,CUST7585,Regular,Groceries,1,1409,817.2200000000001,42.0,No,None,COD,5,4.6,No
ORD103406,2024-11-16,CUST2545,Premium,Beauty,5,5178,23559.9,9.0,No,None,Credit Card,5,2.9,No
ORD103407,2024-01-31,CUST5972,Regular,Groceries,4,3424,8217.6,40.0,No,None,UPI,7,4.8,No
ORD103408,2024-04-22,CUST5876,New,Groceries,3,5056,14712.96,3.0,No,None,UPI,7,3.3,No
ORD103409,2024-12-30,CUST3324,New,Home Decor,3,7993,20861.73,13.0,Yes,Christmas/New Year,Credit Card,1,2.5,Yes
ORD103410,2024-11-20,CUST8451,Regular,Home Decor,4,6439,24983.32,3.0,No,None,Credit Card,2,3.0,No
ORD103411,2024-12-09,CUST7814,Regular,Beauty,2,7053,10861.62,23.0,No,None,COD,6,3.5,No
ORD103412,2024-03-07,CUST9301,New,Fashion,1,9751,5265.54,46.0,No,None,Credit Card,7,2.6,No
ORD103413,2024-03-15,CUST8890,New,Electronics,4,1738,5561.6,20.0,No,None,Wallet,6,3.5,Yes
ORD103414,2024-02-14,CUST8039,Regular,Electronics,5,348,1583.4,9.0,No,None,Credit Card,4,3.0,No
ORD103415,2024-09-16,CUST9024,Regular,Beauty,1,8265,4545.75,45.0,No,None,Wallet,6,2.5,No
ORD103416,2024-06-02,CUST5712,New,Fashion,3,7899,18009.72,24.0,No,None,Credit Card,2,3.2,No
ORD103417,2024-06-03,CUST8107,Premium,Fashion,5,1625,7718.75,5.0,No,None,Wallet,6,3.1,No
ORD103418,2024-12-28,CUST6237,Regular,Fashion,1,1917,1629.45,15.0,Yes,Christmas/New Year,Wallet,3,3.5,No
ORD103419,2024-08-21,CUST3373,Premium,Home Decor,5,9746,27776.100000000002,43.0,No,None,Credit Card,6,4.4,No
ORD103420,2024-02-20,CUST7418,New,Beauty,3,2835,6208.65,27.0,No,None,UPI,1,3.8,No
ORD103421,2024-11-01,CUST2165,New,Electronics,4,2563,6663.8,35.0,Yes,Diwali,UPI,3,4.4,No
ORD103422,2024-09-18,CUST5094,Premium,Fashion,5,3307,11243.8,,No,None,Wallet,6,3.3,Yes
ORD103423,2024-11-10,CUST3952,Premium,Beauty,4,5828,16551.52,29.0,Yes,Diwali,UPI,6,2.5,No
ORD103424,2024-05-04,CUST2741,Regular,Electronics,3,1701,3316.9500000000003,35.0,No,None,Credit Card,6,4.8,No
ORD103425,2024-09-01,CUST2794,New,Home Decor,3,1651,3764.28,24.0,No,None,Wallet,3,3.3,No
ORD103426,2024-01-30,CUST7795,Regular,Groceries,5,8841,38900.4,12.0,Yes,Republic Day,COD,6,3.8,No
ORD103427,2024-05-01,CUST7123,New,Electronics,5,2035,6308.5,38.0,No,None,Wallet,7,3.7,No
ORD103428,2024-05-04,CUST3602,Regular,Electronics,3,9835,25374.3,14.0,No,None,COD,5,4.0,No
ORD103429,2024-02-06,CUST7671,New,Electronics,5,6051,19060.65,37.0,No,None,COD,6,4.7,No
ORD103430,2024-06-18,CUST4608,Regular,Groceries,5,3148,11175.4,29.0,No,None,Wallet,7,4.7,No
ORD103431,2024-05-03,CUST1667,Premium,Fashion,5,4135,17987.25,13.0,No,None,COD,5,5.0,No
ORD103432,2024-12-22,CUST3177,Regular,Groceries,5,7030,17926.5,49.0,Yes,Christmas/New Year,UPI,3,3.8,Yes
ORD103433,2024-02-04,CUST6272,Premium,Electronics,1,3909,3791.73,3.0,No,None,COD,6,4.8,No
ORD103434,2024-03-27,CUST9772,New,Home Decor,3,1489,4467.0,0.0,Yes,Holi,UPI,7,3.7,No
ORD103435,2024-05-13,CUST8812,Premium,Electronics,3,703,2066.82,2.0,No,None,Wallet,2,2.6,No
ORD103436,2024-07-14,CUST2855,Premium,Home Decor,2,8151,9129.12,44.0,No,None,COD,7,2.9,No
ORD103437,2024-09-30,CUST3423,Regular,Beauty,4,5251,10712.04,49.0,No,None,COD,1,3.3,No
ORD103438,2024-07-19,CUST7972,New,Home Decor,2,3297,4286.1,35.0,No,None,UPI,6,4.3,No
ORD103439,2024-10-11,CUST4363,Premium,Electronics,5,2347,11382.949999999999,3.0,No,None,UPI,1,2.7,No
ORD103440,2024-03-17,CUST7097,Premium,Groceries,5,9857,28585.300000000003,42.0,No,None,Wallet,2,3.4,No
ORD103441,2024-02-28,CUST6218,Premium,Electronics,1,4720,4106.4,13.0,No,None,Wallet,3,5.0,Yes
ORD103442,2024-05-05,CUST7957,Premium,Electronics,1,2097,1593.72,24.0,No,None,COD,1,4.5,No
ORD103443,2024-04-18,CUST3665,Regular,Beauty,1,3916,2427.92,38.0,No,None,Credit Card,6,3.9,No
ORD103444,2024-08-11,CUST7343,Premium,Fashion,1,9042,8861.16,2.0,Yes,Independence Day,COD,5,2.7,No
ORD103445,2024-10-04,CUST2041,Premium,Electronics,1,1410,1325.3999999999999,6.0,No,None,COD,4,2.5,No
ORD103446,2024-03-08,CUST3645,New,Beauty,1,2387,2219.91,7.0,No,None,Wallet,5,2.8,No
ORD103447,2024-03-09,CUST1389,New,Groceries,1,8258,4707.06,43.0,No,None,Wallet,2,3.3,Yes
ORD103448,2024-06-13,CUST9850,Regular,Beauty,1,4020,3778.7999999999997,6.0,No,None,COD,7,4.0,No
ORD103449,2024-10-31,CUST4582,Regular,Beauty,1,568,301.04,47.0,Yes,Diwali,UPI,4,3.0,Yes
ORD103450,2024-06-10,CUST8223,Regular,Home Decor,3,3043,6938.04,24.0,No,None,Wallet,1,2.6,No
ORD103451,2024-12-30,CUST8494,Regular,Fashion,1,3650,3066.0,16.0,Yes,Christmas/New Year,COD,6,2.7,No
ORD103452,2024-12-07,CUST5603,Premium,Fashion,4,3718,11154.0,25.0,No,None,Credit Card,1,3.6,No
ORD103453,2024-11-04,CUST9051,New,Groceries,1,6844,6638.679999999999,3.0,Yes,Diwali,COD,4,4.4,No
ORD103454,2024-12-08,CUST2643,Regular,Beauty,5,4060,10556.0,48.0,No,None,Credit Card,1,4.6,No
ORD103455,2024-02-11,CUST8798,Regular,Groceries,5,1344,5577.599999999999,17.0,No,None,Credit Card,4,3.2,No
ORD103456,2024-12-19,CUST2282,New,Groceries,1,3326,3226.22,3.0,No,None,Credit Card,3,4.2,Yes
ORD103457,2024-04-18,CUST2455,New,Fashion,1,7860,6602.4,16.0,No,None,COD,2,3.5,No
ORD103458,2024-02-20,CUST4460,Premium,Fashion,5,217,585.9000000000001,46.0,No,None,Wallet,6,4.9,No
ORD103459,2024-09-06,CUST2682,Premium,Fashion,4,6199,20828.64,16.0,No,None,UPI,5,3.5,No
ORD103460,2024-12-06,CUST9317,Premium,Electronics,2,1856,2078.7200000000003,44.0,No,None,UPI,4,3.5,No
ORD103461,2024-01-21,CUST7787,Regular,Beauty,3,1796,4094.88,24.0,Yes,Republic Day,COD,7,3.8,Yes
ORD103462,2024-10-26,CUST5865,Regular,Groceries,5,9337,45751.299999999996,,Yes,Diwali,COD,4,2.6,No
ORD103463,2024-05-18,CUST5814,Regular,Beauty,1,1487,1323.43,11.0,No,None,Credit Card,3,3.5,No
ORD103464,2024-12-24,CUST5651,Regular,Groceries,3,467,1036.74,26.0,Yes,Christmas/New Year,Wallet,7,4.6,Yes
ORD103465,2024-11-19,CUST1769,New,Groceries,1,634,532.56,16.0,No,None,COD,6,4.0,No
ORD103466,2024-04-01,CUST5480,Premium,Groceries,2,2235,3531.3,21.0,No,None,UPI,6,4.9,No
ORD103467,2024-10-06,CUST6683,Regular,Groceries,2,2697,3344.28,38.0,No,None,COD,5,3.3,No
ORD103468,2024-05-04,CUST6532,Regular,Home Decor,5,6640,20584.0,38.0,No,None,Wallet,3,2.9,No
ORD103469,2024-04-20,CUST5011,Regular,Home Decor,3,6237,10852.380000000001,42.0,No,None,Wallet,3,4.4,No
ORD103470,2024-12-19,CUST4373,Premium,Electronics,3,8006,12729.54,47.0,No,None,COD,2,2.6,Yes
ORD103471,2024-05-18,CUST6046,New,Fashion,2,3408,4430.400000000001,35.0,No,None,COD,1,,No
ORD103472,2024-09-29,CUST1712,Regular,Groceries,1,1813,1541.05,15.0,No,None,Wallet,6,3.8,Yes
ORD103473,2024-04-08,CUST8716,Regular,Beauty,5,9110,29152.0,36.0,No,None,Wallet,6,4.4,No
ORD103474,2024-09-08,CUST4555,Premium,Home Decor,4,7364,21208.32,28.0,No,None,Credit Card,5,4.0,No
ORD103475,2024-12-03,CUST7370,Premium,Fashion,2,2431,4229.94,13.0,No,None,COD,3,5.0,No
ORD103476,2024-04-13,CUST1719,Regular,Electronics,2,6663,12526.439999999999,6.0,No,None,COD,7,4.1,No
ORD103477,2024-08-01,CUST2473,Premium,Fashion,5,9132,27396.0,40.0,No,None,COD,1,4.3,No
ORD103478,2024-09-05,CUST8857,Premium,Groceries,1,5895,4303.349999999999,27.0,No,None,UPI,7,5.0,No
ORD103479,2024-05-31,CUST5518,Regular,Fashion,3,9196,24277.44,12.0,No,None,Credit Card,1,4.0,No
ORD103480,2024-09-06,CUST2576,Regular,Groceries,2,4712,8010.4,15.0,No,None,Wallet,1,4.3,Yes
ORD103481,2024-10-01,CUST5571,Regular,Home Decor,5,8160,32640.0,20.0,No,None,Credit Card,6,3.2,No
ORD103482,2024-06-13,CUST7316,New,Home Decor,5,5086,24667.1,3.0,No,None,UPI,7,3.8,Yes
ORD103483,2024-12-06,CUST8507,New,Groceries,5,3971,12310.1,38.0,No,,Credit Card,7,4.8,No
ORD103484,2024-01-08,CUST8550,New,Beauty,3,6223,12321.539999999999,34.0,No,None,UPI,1,4.6,No
ORD103485,2024-10-10,CUST3152,Premium,Home Decor,2,6104,10498.88,14.0,No,None,Credit Card,2,3.3,No
ORD103486,2024-01-05,CUST4970,Premium,Beauty,5,3712,13920.0,25.0,No,None,Credit Card,2,3.4,No
ORD103487,2024-05-24,CUST3079,Premium,Groceries,3,9490,15658.500000000002,45.0,No,None,Credit Card,3,4.6,No
ORD103488,2024-04-10,CUST7924,New,Groceries,1,8303,7804.82,6.0,No,None,COD,1,,No
ORD103489,2024-06-12,CUST3177,Regular,Home Decor,4,2044,6786.08,17.0,No,None,Wallet,7,4.7,No
ORD103490,2024-05-26,CUST4415,Premium,Beauty,2,4124,6268.4800000000005,24.0,No,None,Credit Card,3,4.4,No
ORD103491,2024-03-04,CUST5068,Premium,Groceries,3,5081,9755.52,36.0,No,None,COD,4,2.9,No
ORD103492,2024-03-31,CUST3846,Premium,Home Decor,4,734,2348.8,20.0,No,None,COD,6,4.3,No
ORD103493,2024-04-26,CUST5199,Regular,Groceries,4,7777,28930.44,7.0,No,None,COD,2,4.6,No
ORD103494,2024-12-19,CUST1656,Premium,Fashion,3,5930,14409.900000000001,19.0,No,None,UPI,2,2.9,No
ORD103495,2024-09-23,CUST3256,Premium,Fashion,3,8676,21603.239999999998,17.0,No,None,Credit Card,6,3.6,Yes
ORD103496,2024-11-05,CUST3295,Regular,Home Decor,3,8187,20140.02,18.0,Yes,Diwali,Wallet,5,4.7,No
ORD103497,2024-06-21,CUST6990,Premium,Groceries,5,9521,46652.9,2.0,No,None,Credit Card,4,3.0,No
ORD103498,2024-02-16,CUST2335,Regular,Home Decor,1,8895,5603.85,37.0,No,None,Credit Card,7,3.6,No
ORD103499,2024-05-19,CUST7222,New,Electronics,5,4341,18015.149999999998,17.0,No,None,Wallet,2,4.0,No
ORD103500,2024-09-02,CUST7368,Premium,Home Decor,4,8136,24082.56,26.0,No,,COD,7,2.7,No
ORD103501,2024-05-28,CUST8339,Premium,Home Decor,4,8928,30712.32,14.0,No,None,Credit Card,1,3.0,No
ORD103502,2024-09-02,CUST6545,Regular,Fashion,4,8453,18596.600000000002,45.0,No,None,COD,6,3.7,No
ORD103503,2024-01-05,CUST4471,Regular,Fashion,3,6061,14546.400000000001,20.0,No,None,COD,1,3.4,No
ORD103504,2024-07-02,CUST9767,Premium,Groceries,2,5401,8533.58,21.0,No,None,COD,6,3.3,No
ORD103505,2024-01-20,CUST1401,Regular,Home Decor,5,2583,12010.949999999999,7.0,Yes,Republic Day,Wallet,7,2.6,No
ORD103506,2024-02-15,CUST4738,Premium,Home Decor,2,8602,15483.6,10.0,No,None,COD,1,4.8,No
ORD103507,2024-01-12,CUST7880,Regular,Groceries,1,2647,1535.2600000000002,42.0,No,None,Credit Card,6,4.7,No
ORD103508,2024-03-10,CUST9362,New,Beauty,1,5004,4453.56,11.0,No,None,COD,7,3.5,No
ORD103509,2024-01-17,CUST7342,Premium,Groceries,5,3469,9192.85,47.0,No,None,UPI,7,3.0,No
ORD103510,2024-05-26,CUST4757,Regular,Fashion,4,8768,21744.64,38.0,No,None,UPI,3,2.7,No
ORD103511,2024-06-02,CUST2556,Premium,Fashion,1,9577,7086.98,26.0,No,None,UPI,2,2.8,Yes
ORD103512,2024-10-30,CUST4693,New,Home Decor,2,7164,9456.48,34.0,Yes,Diwali,COD,3,4.0,No
ORD103513,2024-04-17,CUST8319,Premium,Fashion,2,7262,14378.76,1.0,No,None,Credit Card,7,4.3,No
ORD103514,2024-08-23,CUST8218,Regular,Groceries,3,3698,7322.039999999999,34.0,No,None,Credit Card,2,2.9,No
ORD103515,2024-11-03,CUST3385,Premium,Home Decor,4,3047,8531.6,30.0,Yes,Diwali,COD,5,2.8,No
ORD103516,2024-12-17,CUST7270,Regular,Groceries,3,7858,21923.82,,No,None,COD,3,4.2,No
ORD103517,2024-03-10,CUST9234,Regular,Groceries,5,7646,30966.300000000003,19.0,No,None,Wallet,2,3.8,No
ORD103518,2024-07-01,CUST1021,Regular,Home Decor,1,8283,7703.19,7.0,No,None,COD,5,3.4,No
ORD103519,2024-09-06,CUST3721,Premium,Beauty,3,9178,26707.98,3.0,No,None,UPI,7,4.3,No
ORD103520,2024-08-15,CUST6191,Regular,Fashion,3,932,1957.1999999999998,30.0,Yes,Independence Day,Wallet,2,3.6,No
ORD103521,2024-04-11,CUST3261,New,Electronics,5,5263,18157.35,31.0,No,None,Wallet,4,3.7,No
ORD103522,2024-03-15,CUST6867,Regular,Electronics,2,7513,13222.88,12.0,No,None,COD,6,2.5,No
ORD103523,2024-08-03,CUST5770,Regular,Electronics,2,7436,11748.880000000001,21.0,No,None,COD,3,3.3,No
ORD103524,2024-07-21,CUST1421,Regular,Fashion,5,2899,10871.25,25.0,No,None,Wallet,1,2.5,No
ORD103525,2024-07-10,CUST6123,Regular,Beauty,2,2358,3961.44,16.0,No,None,Wallet,5,4.8,No
ORD103526,2024-09-05,CUST3294,Premium,Groceries,5,3864,13910.4,28.0,No,None,Wallet,5,3.2,Yes
ORD103527,2024-08-29,CUST7778,Regular,Home Decor,2,9470,14015.6,26.0,Yes,Raksha Bandhan,Wallet,7,,No
ORD103528,2024-06-27,CUST8731,Regular,Beauty,5,8011,31643.45,21.0,No,None,Wallet,7,2.7,No
ORD103529,2024-08-06,CUST8902,Regular,Electronics,2,8353,13865.98,17.0,No,None,Credit Card,1,2.6,No
ORD103530,2024-03-22,CUST4454,Regular,Fashion,3,4819,13878.72,4.0,Yes,Holi,Wallet,5,4.7,No
ORD103531,2024-04-01,CUST2872,Regular,Fashion,3,2393,6389.31,11.0,No,None,Wallet,1,2.9,No
ORD103532,2024-06-23,CUST9772,Premium,Home Decor,2,4763,9430.74,1.0,No,None,Credit Card,1,4.0,No
ORD103533,2024-08-26,CUST7666,Premium,Groceries,5,9976,29429.200000000004,41.0,Yes,Raksha Bandhan,UPI,2,4.1,No
ORD103534,2024-09-16,CUST1688,Premium,Beauty,3,3206,9040.92,6.0,No,None,UPI,3,3.3,No
ORD103535,2024-12-30,CUST1139,Premium,Beauty,1,4244,2291.76,46.0,Yes,Christmas/New Year,UPI,4,4.6,Yes
ORD103536,2024-06-11,CUST5769,Premium,Beauty,2,1410,2115.0,25.0,No,None,UPI,5,3.0,Yes
ORD103537,2024-02-17,CUST2688,New,Groceries,1,2186,1355.32,38.0,No,None,COD,2,2.7,No
ORD103538,2024-11-24,CUST1993,Regular,Groceries,1,3370,2898.2,14.0,No,None,COD,4,2.7,No
ORD103539,2024-11-23,CUST3144,Regular,Groceries,4,7673,16266.76,47.0,No,None,Wallet,4,3.3,No
ORD103540,2024-04-25,CUST6270,Regular,Home Decor,1,1948,1324.6399999999999,32.0,No,None,Wallet,5,3.7,No
ORD103541,2024-12-02,CUST4794,Regular,Fashion,1,957,516.7800000000001,46.0,No,None,UPI,5,4.1,Yes
ORD103542,2024-12-02,CUST8701,Regular,Electronics,4,9569,37510.479999999996,2.0,No,None,UPI,2,4.3,No
ORD103543,2024-08-12,CUST9402,Premium,Groceries,4,1118,2638.4800000000005,41.0,Yes,Independence Day,Credit Card,5,2.9,Yes
ORD103544,2024-12-17,CUST1046,Regular,Fashion,4,9511,20163.32,47.0,No,None,Credit Card,4,4.2,Yes
ORD103545,2024-11-23,CUST9328,New,Groceries,5,9097,45030.15,1.0,No,,Credit Card,5,3.0,No
ORD103546,2024-05-26,CUST5957,Regular,Electronics,4,6254,21013.44,16.0,No,None,UPI,6,5.0,No
ORD103547,2024-03-03,CUST3542,Regular,Groceries,5,5129,25645.0,0.0,No,None,Credit Card,6,4.9,No
ORD103548,2024-10-20,CUST3834,New,Fashion,2,3061,3979.3,35.0,Yes,Diwali,Wallet,2,2.8,Yes
ORD103549,2024-11-18,CUST1706,New,Home Decor,5,4694,13612.600000000002,42.0,No,None,,2,4.1,No
ORD103550,2024-11-20,CUST9416,Regular,Electronics,2,2007,3371.7599999999998,,No,None,COD,2,4.8,No
ORD103551,2024-01-13,CUST4736,Premium,Fashion,4,9791,38772.36,1.0,No,None,UPI,5,2.7,No
ORD103552,2024-07-07,CUST4997,New,Beauty,4,2849,7749.28,32.0,No,None,COD,3,2.8,No
ORD103553,2024-10-13,CUST1869,Regular,Beauty,2,4623,6657.12,28.0,No,None,COD,2,3.4,No
ORD103554,2024-07-26,CUST1742,Regular,Beauty,3,1495,4260.75,5.0,No,None,UPI,3,2.7,No
ORD103555,2024-04-23,CUST2914,New,Home Decor,5,2642,7661.800000000001,42.0,No,None,Credit Card,1,4.7,No
ORD103556,2024-01-22,CUST8733,Premium,Groceries,1,7839,5095.35,35.0,Yes,Republic Day,Wallet,2,4.7,No
ORD103557,2024-12-14,CUST6680,Regular,Groceries,4,2795,8608.6,23.0,No,None,UPI,3,4.9,No
ORD103558,2024-08-01,CUST5442,Premium,Groceries,5,5337,24016.5,10.0,No,None,Credit Card,7,3.0,Yes
ORD103559,2024-06-19,CUST1991,Regular,Home Decor,5,1272,6105.599999999999,4.0,No,None,COD,3,2.6,No
ORD103560,2024-11-18,CUST1638,New,Beauty,4,4275,12141.0,29.0,No,None,COD,4,3.6,No
ORD103561,2024-02-23,CUST7844,Regular,Groceries,2,9841,17910.62,9.0,No,None,COD,7,4.7,No
ORD103562,2024-10-24,CUST9472,New,Home Decor,4,4142,10603.52,36.0,Yes,Diwali,COD,3,4.1,No
ORD103563,2024-11-15,CUST3831,Premium,Home Decor,5,1971,7292.7,,No,None,UPI,4,5.0,No
ORD103564,2024-05-05,CUST3931,Regular,Fashion,3,5875,13042.5,26.0,No,None,Wallet,6,4.8,No
ORD103565,2024-10-03,CUST7422,Regular,Groceries,2,1217,1874.18,23.0,No,,COD,6,3.5,No
ORD103566,2024-07-22,CUST7953,Premium,Beauty,4,3892,15256.64,2.0,No,None,Credit Card,6,2.6,No
ORD103567,2024-07-12,CUST1287,New,Electronics,1,8910,5613.3,37.0,No,None,Credit Card,3,,No
ORD103568,2024-06-17,CUST4097,Regular,Home Decor,4,2551,7653.0,25.0,No,None,Wallet,3,4.1,No
ORD103569,2024-05-31,CUST9313,Regular,Fashion,5,9527,26675.600000000002,44.0,No,None,Wallet,1,4.8,No
ORD103570,2024-02-04,CUST6179,Premium,Electronics,5,2972,7875.8,47.0,No,None,Wallet,3,3.6,No
ORD103571,2024-07-02,CUST2206,Premium,Home Decor,1,1111,688.82,38.0,No,None,COD,5,4.7,No
ORD103572,2024-10-12,CUST5047,Regular,Fashion,2,9207,15283.619999999999,17.0,No,None,UPI,5,3.9,Yes
ORD103573,2024-02-26,CUST9700,Premium,Groceries,5,1173,5747.7,2.0,No,None,COD,6,2.7,No
ORD103574,2024-08-09,CUST7840,Premium,Fashion,2,3302,4160.52,37.0,No,None,COD,7,4.5,No
ORD103575,2024-10-29,CUST1690,Regular,Home Decor,2,7662,9041.160000000002,41.0,Yes,Diwali,Credit Card,7,3.7,No
ORD103576,2024-06-11,CUST5613,Regular,Groceries,4,2000,4240.0,47.0,No,None,UPI,5,2.6,No
ORD103577,2024-01-19,CUST2428,Regular,Beauty,2,1008,1532.16,24.0,No,None,UPI,1,4.5,No
ORD103578,2024-09-20,CUST2114,Premium,Fashion,5,5638,24807.2,12.0,No,None,Credit Card,3,4.4,No
ORD103579,2024-10-08,CUST2203,Premium,Electronics,5,5333,20265.4,24.0,No,None,Credit Card,1,3.6,No
ORD103580,2024-04-22,CUST9948,Premium,Groceries,3,8961,20699.91,23.0,No,None,Credit Card,7,2.5,No
ORD103581,2024-11-22,CUST7545,Regular,Groceries,2,1169,1402.8,40.0,No,None,Wallet,3,3.4,No
ORD103582,2024-01-30,CUST1737,Regular,Beauty,3,4279,10911.449999999999,15.0,Yes,Republic Day,UPI,4,,No
ORD103583,2024-05-14,CUST1551,New,Fashion,4,2079,4823.280000000001,42.0,No,None,Credit Card,1,2.9,Yes
ORD103584,2024-03-07,CUST2494,Regular,Electronics,3,3519,6334.2,40.0,No,None,Credit Card,6,2.9,No
