Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Category,Units_Sold,Unit_Price,Revenue,Discount(%),Festival_Season,Festival_Name,Payment_Method,Delivery_Time(days),Customer_Rating,Returned,Sales
ORD104344,2024-01-20,CUST1351,Premium,Home Decor,1,9218,5622.98,39.0,Yes,,Wallet,4,4.4,Yes,3430.0177999999996
ORD104345,2024-02-10,CUST5155,Regular,Beauty,5,549,2635.2,4.0,No,Non-Festival,Wallet,1,3.0,No,2529.792
ORD104346,2024-05-27,CUST1376,Regular,Home Decor,3,298,706.26,21.0,No,Non-Festival,Wallet,5,3.0,No,557.9454000000001
ORD104347,2024-04-17,CUST6122,Premium,Groceries,2,1969,3898.62,1.0,No,Non-Festival,UPI,4,3.8,No,3859.6338
ORD104348,2024-03-24,CUST2124,Regular,Electronics,1,2004,1523.04,24.0,Yes,Holi,UPI,1,4.5,No,1157.5104
ORD104349,2024-11-17,CUST7362,Regular,Fashion,1,9452,5765.72,39.0,No,Non-Festival,UPI,6,3.0,No,3517.0892
ORD104350,2024-11-04,CUST7190,Premium,Beauty,1,8312,6400.24,23.0,Yes,Diwali,Wallet,7,4.0,No,4928.1848
ORD104351,2024-10-16,CUST4167,New,Groceries,5,4370,20976.0,4.0,No,Non-Festival,Credit Card,6,4.4,No,20136.96
ORD104352,2024-11-18,CUST8732,Regular,Fashion,4,601,2043.4,15.0,No,Non-Festival,,3,3.7,No,1736.89
ORD104353,2024-05-13,CUST2629,New,Home Decor,3,8579,22133.82,25.0,No,Non-Festival,UPI,5,4.6,No,16600.364999999998
ORD104354,2024-07-25,CUST6268,New,Fashion,5,8530,37532.0,12.0,No,Non-Festival,UPI,7,3.9,No,33028.16
ORD104355,2024-10-09,CUST6117,Regular,Electronics,5,342,1539.0,10.0,No,Non-Festival,UPI,1,4.0,No,1385.1000000000001
ORD104356,2024-09-22,CUST5875,Premium,Fashion,2,420,714.0,15.0,No,Non-Festival,Credit Card,1,4.2,No,606.9
ORD104357,2024-03-13,CUST4243,Regular,Fashion,3,4440,11055.6,17.0,No,Non-Festival,Wallet,6,4.6,No,9176.148
ORD104358,2024-12-17,CUST7454,Regular,Home Decor,1,7201,5472.76,25.0,No,Non-Festival,UPI,7,3.8,No,4104.57
ORD104359,2024-02-17,CUST1405,Premium,Home Decor,5,587,1584.9,46.0,No,Non-Festival,Wallet,6,3.5,No,855.8460000000001
ORD104360,2024-11-21,CUST7679,Premium,Beauty,3,6191,11700.99,37.0,No,Non-Festival,Wallet,6,4.9,No,7371.6237
ORD104361,2024-08-20,CUST8467,Regular,Home Decor,2,759,925.98,39.0,Yes,Independence Day,UPI,6,2.7,No,564.8478
ORD104362,2024-04-09,CUST9312,New,Fashion,4,2039,7911.32,3.0,No,Non-Festival,COD,2,3.1,Yes,7673.9803999999995
ORD104363,2024-02-28,CUST1025,Premium,Electronics,3,1971,3133.8900000000003,47.0,No,Non-Festival,COD,7,3.9,No,1660.9617000000003
ORD104364,2024-09-14,CUST3061,New,Home Decor,1,8756,7004.8,20.0,No,Non-Festival,COD,7,4.6,Yes,5603.84
ORD104365,2024-03-05,CUST1642,Regular,Beauty,5,8808,39636.0,10.0,No,Non-Festival,UPI,4,2.7,No,35672.4
ORD104366,2024-03-23,CUST5017,New,Beauty,4,7876,21107.68,33.0,Yes,Holi,Wallet,2,2.5,Yes,14142.145599999998
ORD104367,2024-06-02,CUST7003,Regular,Fashion,2,2268,3220.56,29.0,No,Non-Festival,COD,3,4.2,No,2286.5976
ORD104368,2024-09-22,CUST5689,Regular,Home Decor,1,6957,6748.29,3.0,No,Non-Festival,Credit Card,4,4.0,No,6545.8413
ORD104369,2024-11-04,CUST3187,Premium,Home Decor,4,716,2491.68,13.0,Yes,Diwali,COD,5,3.2,No,2167.7616
ORD104370,2024-03-19,CUST5984,Premium,Beauty,2,9612,17301.600000000002,10.0,No,Non-Festival,Credit Card,4,4.9,No,15571.440000000002
ORD104371,2024-11-10,CUST2902,Premium,Home Decor,1,860,834.1999999999999,3.0,Yes,Diwali,COD,7,3.9,No,809.1739999999999
ORD104372,2024-05-29,CUST9449,Regular,Fashion,5,3616,13560.0,25.0,No,Non-Festival,COD,6,4.2,Yes,10170.0
ORD104373,2024-02-17,CUST9637,Regular,Electronics,2,8721,17093.16,2.0,No,Non-Festival,COD,1,3.4,No,16751.2968
ORD104374,2024-09-04,CUST2893,Premium,Fashion,4,577,1477.12,36.0,No,Non-Festival,,1,4.8,No,945.3567999999999
ORD104375,2024-10-04,CUST4517,Regular,Home Decor,1,359,226.17,37.0,No,Non-Festival,Credit Card,1,3.2,No,142.4871
ORD104376,2024-12-21,CUST1218,Premium,Fashion,3,9655,17379.0,40.0,Yes,Christmas/New Year,COD,4,4.4,No,10427.4
ORD104377,2024-04-07,CUST4455,Regular,Groceries,1,4374,4242.78,3.0,No,Non-Festival,Credit Card,1,2.8,No,4115.4965999999995
ORD104378,2024-01-25,CUST8101,New,Groceries,4,2399,7197.0,25.0,Yes,Republic Day,Wallet,1,3.8,Yes,5397.75
ORD104379,2024-10-10,CUST1939,Premium,Home Decor,4,9616,23847.68,38.0,No,Non-Festival,COD,6,3.8,No,14785.5616
ORD104380,2024-10-27,CUST8141,Premium,Home Decor,3,6476,10879.68,44.0,Yes,Diwali,Wallet,2,3.0,No,6092.620800000001
ORD104381,2024-03-08,CUST6936,New,Electronics,4,2188,5163.68,41.0,No,Non-Festival,UPI,1,3.3,No,3046.5712000000008
ORD104382,2024-01-07,CUST5460,Premium,Fashion,1,6977,3976.89,43.0,No,Non-Festival,UPI,2,2.9,No,2266.8273000000004
ORD104383,2024-10-31,CUST5755,Regular,Electronics,2,6512,7684.160000000001,41.0,Yes,Diwali,UPI,3,4.6,No,4533.654400000001
ORD104384,2024-05-16,CUST6730,Regular,Home Decor,1,8368,7531.2,10.0,No,Non-Festival,Wallet,4,4.1,Yes,6778.08
ORD104385,2024-06-12,CUST8737,Premium,Home Decor,4,1065,3834.0,10.0,No,Non-Festival,Credit Card,2,3.6,No,3450.6
ORD104386,2024-03-23,CUST3228,Regular,Beauty,3,8782,16597.98,37.0,Yes,Holi,UPI,7,3.9,No,10456.7274
ORD104387,2024-05-17,CUST8370,Premium,Electronics,3,9800,18522.0,37.0,No,Non-Festival,COD,6,3.4,No,11668.86
ORD104388,2024-03-13,CUST5385,Regular,Home Decor,5,5115,20715.75,19.0,No,Non-Festival,COD,4,3.6,Yes,16779.7575
ORD104389,2024-08-24,CUST3828,Regular,Groceries,3,6441,14492.25,25.0,No,Non-Festival,Credit Card,7,4.0,No,10869.1875
ORD104390,2024-02-15,CUST9744,Premium,Beauty,3,7335,13863.15,37.0,No,Non-Festival,COD,7,3.0,No,8733.7845
ORD104391,2024-04-15,CUST7166,New,Fashion,4,1754,6244.24,11.0,No,Non-Festival,Wallet,4,2.8,No,5557.3736
ORD104392,2024-10-14,CUST7493,Premium,Beauty,2,4247,6115.679999999999,28.0,No,Non-Festival,UPI,5,4.9,No,4403.289599999999
ORD104393,2024-09-18,CUST8182,New,Fashion,2,331,575.9399999999999,13.0,No,Non-Festival,Wallet,2,3.1,No,501.0677999999999
ORD104394,2024-06-24,CUST1834,New,Groceries,4,3879,7913.16,49.0,No,Non-Festival,COD,1,3.7,No,4035.7116
ORD104395,2024-06-14,CUST8671,Regular,Fashion,3,6553,14940.84,24.0,No,Non-Festival,Wallet,7,4.4,No,11355.0384
ORD104396,2024-05-24,CUST9909,Regular,Electronics,1,3276,1932.8400000000004,41.0,No,Non-Festival,Credit Card,6,3.9,No,1140.3756000000003
ORD104397,2024-11-25,CUST9139,Premium,Fashion,2,1721,2030.78,41.0,No,Non-Festival,Wallet,6,4.1,No,1198.1602000000003
ORD104398,2024-10-09,CUST7556,New,Fashion,4,3469,8603.12,38.0,No,Non-Festival,COD,5,2.9,No,5333.9344
ORD104399,2024-02-23,CUST5986,Premium,Beauty,1,640,480.0,25.0,No,Non-Festival,COD,2,3.5,No,360.0
ORD104400,2024-06-26,CUST9449,New,Groceries,3,1403,3830.19,9.0,No,Non-Festival,UPI,6,4.2,No,3485.4729
ORD104401,2024-08-31,CUST9005,Regular,Fashion,4,8632,30039.36,13.0,Yes,Raksha Bandhan,Wallet,2,3.0,No,26134.2432
ORD104402,2024-12-06,CUST2167,Regular,Electronics,2,3591,6894.719999999999,4.0,No,Non-Festival,Credit Card,3,3.7,No,6618.931199999999
ORD104403,2024-05-06,CUST4144,Premium,Beauty,1,3921,3097.59,21.0,No,Non-Festival,UPI,1,4.0,No,2447.0961
ORD104404,2024-09-27,CUST3236,Regular,Groceries,1,6975,6277.5,10.0,No,Non-Festival,COD,3,4.5,No,5649.75
ORD104405,2024-05-11,CUST3549,Regular,Groceries,2,7360,10598.4,28.0,No,Non-Festival,Wallet,4,3.0,No,7630.847999999999
ORD104406,2024-04-02,CUST3061,Regular,Home Decor,1,8075,7590.5,6.0,No,Non-Festival,Credit Card,1,4.9,No,7135.07
ORD104407,2024-03-13,CUST7156,Regular,Electronics,2,9595,15927.7,17.0,No,Non-Festival,COD,3,4.9,No,13219.991
ORD104408,2024-09-04,CUST2118,Premium,Beauty,4,2087,5843.599999999999,30.0,No,Non-Festival,COD,3,2.5,No,4090.5199999999995
ORD104409,2024-12-13,CUST2781,New,Beauty,5,4470,12963.000000000002,42.0,No,Non-Festival,UPI,7,3.4,Yes,7518.540000000002
ORD104410,2024-09-29,CUST2954,New,Electronics,3,8589,20871.27,19.0,No,Non-Festival,COD,7,2.7,No,16905.7287
ORD104411,2024-02-12,CUST5537,Premium,Groceries,4,7905,20869.2,34.0,No,Non-Festival,Credit Card,1,3.3,No,13773.671999999999
ORD104412,2024-02-10,CUST4870,Regular,Fashion,3,4394,12391.08,6.0,No,Non-Festival,Credit Card,2,4.0,No,11647.615199999998
ORD104413,2024-06-18,CUST8978,Premium,Electronics,3,944,2010.72,25.0,No,Non-Festival,UPI,4,4.0,No,1508.04
ORD104414,2024-07-30,CUST5278,Regular,Beauty,2,5746,11147.24,3.0,No,Non-Festival,UPI,5,2.7,No,10812.8228
ORD104415,2024-06-16,CUST8017,Regular,Electronics,5,652,2314.6,29.0,No,Non-Festival,Credit Card,6,4.2,No,1643.3659999999998
ORD104416,2024-02-08,CUST1246,Regular,Groceries,3,3462,7374.059999999999,29.0,No,Non-Festival,UPI,5,4.6,Yes,5235.582599999999
ORD104417,2024-09-01,CUST4485,New,Home Decor,3,7945,16922.85,29.0,No,Non-Festival,COD,5,4.1,No,12015.223499999998
ORD104418,2024-05-30,CUST6374,New,Home Decor,4,698,2317.36,17.0,No,Non-Festival,Credit Card,4,3.3,No,1923.4088
ORD104419,2024-04-20,CUST4321,Premium,Fashion,5,340,986.0,42.0,No,Non-Festival,UPI,1,2.5,No,571.8800000000001
ORD104420,2024-02-16,CUST4232,Premium,Fashion,5,1914,5263.5,45.0,No,Non-Festival,Credit Card,1,4.1,Yes,2894.925
ORD104421,2024-03-03,CUST6638,Regular,Groceries,3,875,2388.75,9.0,No,Non-Festival,COD,7,4.2,No,2173.7625000000003
ORD104422,2024-08-12,CUST4914,Premium,Fashion,5,3705,16116.75,13.0,Yes,Independence Day,UPI,1,4.3,No,14021.5725
ORD104423,2024-12-31,CUST8680,Premium,Home Decor,4,3802,9885.2,35.0,Yes,Christmas/New Year,Credit Card,5,2.6,No,6425.380000000001
ORD104424,2024-03-09,CUST8066,Regular,Groceries,2,6875,10725.0,22.0,No,Non-Festival,COD,2,3.8,No,8365.5
ORD104425,2024-10-25,CUST7607,Regular,Groceries,3,9309,24855.03,11.0,Yes,Diwali,UPI,3,3.5,No,22120.9767
ORD104426,2024-10-16,CUST1272,New,Groceries,1,6704,5966.56,11.0,No,Non-Festival,Credit Card,7,4.4,No,5310.2384
ORD104427,2024-10-22,CUST1922,Premium,Electronics,3,5003,10056.03,33.0,Yes,Diwali,COD,5,4.3,No,6737.5401
ORD104428,2024-07-21,CUST2583,New,Fashion,3,1930,4342.5,25.0,No,Non-Festival,COD,4,4.9,No,3256.875
ORD104429,2024-03-01,CUST7540,New,Beauty,2,6176,11734.4,5.0,No,Non-Festival,COD,1,4.7,No,11147.679999999998
ORD104430,2024-11-13,CUST4425,New,Home Decor,1,8011,5127.04,36.0,No,Non-Festival,Wallet,7,3.9,No,3281.3056
ORD104431,2024-11-09,CUST9593,Regular,Fashion,1,7228,6216.08,14.0,Yes,Diwali,COD,3,5.0,No,5345.8288
ORD104432,2024-06-09,CUST9330,Regular,Home Decor,1,3918,2311.6200000000003,41.0,No,Non-Festival,COD,1,2.9,No,1363.8558000000005
ORD104433,2024-11-26,CUST7273,Regular,Fashion,2,7288,9037.12,38.0,No,Non-Festival,UPI,1,2.5,No,5603.0144
ORD104434,2024-01-16,CUST3515,Regular,Beauty,5,1824,7478.400000000001,18.0,No,Non-Festival,Wallet,1,2.8,No,6132.2880000000005
ORD104435,2024-12-03,CUST5770,Premium,Home Decor,1,2006,1223.66,39.0,No,Non-Festival,COD,6,3.4,Yes,746.4326
ORD104436,2024-04-03,CUST3005,Premium,Beauty,5,9846,26584.2,46.0,No,Non-Festival,UPI,7,4.4,No,14355.468
ORD104437,2024-10-30,CUST9155,Premium,Home Decor,4,8745,27284.4,22.0,Yes,Diwali,UPI,2,3.5,No,21281.832000000002
ORD104438,2024-05-17,CUST1031,Regular,Electronics,2,3133,4072.9,35.0,No,Non-Festival,Credit Card,7,4.5,No,2647.385
ORD104439,2024-12-03,CUST3146,New,Electronics,5,1140,5016.0,12.0,No,Non-Festival,Credit Card,3,4.4,No,4414.08
ORD104440,2024-02-07,CUST3950,Regular,Home Decor,1,7987,5590.9,30.0,No,Non-Festival,Wallet,7,4.5,No,3913.6299999999997
ORD104441,2024-05-06,CUST2830,Regular,Home Decor,1,4145,2652.8,36.0,No,Non-Festival,UPI,7,3.0,No,1697.7920000000001
ORD104442,2024-10-01,CUST7856,Premium,Beauty,5,7258,27217.5,25.0,No,Non-Festival,COD,7,3.8,No,20413.125
ORD104443,2024-06-12,CUST4408,Premium,Groceries,5,5048,14639.200000000004,42.0,No,Non-Festival,COD,5,4.3,No,8490.736000000004
ORD104444,2024-11-14,CUST1746,Regular,Home Decor,4,8621,18276.52,47.0,No,Non-Festival,UPI,2,3.2,No,9686.555600000002
ORD104445,2024-03-17,CUST2293,Regular,Fashion,2,5052,8386.32,17.0,No,Non-Festival,Wallet,6,4.6,No,6960.6456
ORD104446,2024-06-22,CUST7400,Premium,Fashion,3,6659,10787.58,46.0,No,Non-Festival,COD,4,4.4,No,5825.2932
ORD104447,2024-12-23,CUST5573,Regular,Fashion,4,5057,13755.04,32.0,Yes,Christmas/New Year,Wallet,7,2.8,No,9353.4272
ORD104448,2024-11-16,CUST6329,Regular,Electronics,4,7938,19368.72,39.0,No,Non-Festival,UPI,6,3.0,No,11814.9192
ORD104449,2024-03-31,CUST5957,Premium,Beauty,4,437,1206.12,31.0,No,Non-Festival,Wallet,4,3.1,No,832.2227999999999
ORD104450,2024-08-25,CUST6278,Regular,Electronics,1,3972,3852.84,3.0,Yes,Raksha Bandhan,Credit Card,6,4.7,No,3737.2548
ORD104451,2024-09-20,CUST7761,Regular,Fashion,5,7935,23805.0,40.0,No,Non-Festival,Wallet,5,3.0,No,14283.0
ORD104452,2024-06-27,CUST2721,Regular,Home Decor,2,2981,4888.84,18.0,No,Non-Festival,Wallet,3,4.1,No,4008.8488
ORD104453,2024-07-27,CUST6095,New,Fashion,1,7287,6849.78,6.0,No,Non-Festival,COD,5,2.7,No,6438.793199999999
ORD104454,2024-03-13,CUST2135,New,Home Decor,4,2184,4717.4400000000005,46.0,No,Non-Festival,Wallet,2,3.9,No,2547.4176
ORD104455,2024-04-16,CUST5879,Regular,Beauty,2,1252,1652.64,34.0,No,Non-Festival,COD,3,2.9,No,1090.7423999999999
ORD104456,2024-12-10,CUST4769,Regular,Groceries,1,7858,5893.5,25.0,No,Non-Festival,COD,7,3.9,No,4420.125
ORD104457,2024-10-21,CUST7538,Regular,Home Decor,3,5454,9326.34,43.0,Yes,Diwali,Credit Card,7,3.4,No,5316.013800000001
ORD104458,2024-10-10,CUST1054,Regular,Electronics,4,550,1716.0,22.0,No,Non-Festival,COD,4,4.0,No,1338.48
ORD104459,2024-12-18,CUST4979,Premium,Fashion,1,1112,745.04,33.0,No,Non-Festival,UPI,3,3.5,No,499.1767999999999
ORD104460,2024-06-30,CUST5090,Premium,Fashion,1,4645,4366.3,6.0,No,Non-Festival,COD,3,4.6,No,4104.322
ORD104461,2024-02-06,CUST6731,Regular,Fashion,4,9696,34905.6,10.0,No,Non-Festival,UPI,3,4.4,No,31415.04
ORD104462,2024-05-16,CUST7675,Regular,Home Decor,3,491,1369.89,7.0,No,Non-Festival,COD,5,4.6,No,1273.9977
ORD104463,2024-12-03,CUST6468,Regular,Beauty,5,9604,42257.6,12.0,No,Non-Festival,UPI,1,3.1,No,37186.688
ORD104464,2024-02-25,CUST4807,Regular,Home Decor,3,7950,16456.5,31.0,No,Non-Festival,Credit Card,2,2.9,No,11354.984999999999
ORD104465,2024-07-05,CUST1552,Regular,Electronics,4,667,1600.8,40.0,No,Non-Festival,Wallet,3,3.9,No,960.4799999999999
ORD104466,2024-12-06,CUST2256,Premium,Fashion,5,3477,11647.95,33.0,No,Non-Festival,COD,3,4.7,No,7804.126499999999
ORD104467,2024-09-14,CUST5955,Premium,Home Decor,1,5561,4615.63,17.0,No,Non-Festival,Credit Card,5,2.8,No,3830.9728999999998
ORD104468,2024-02-27,CUST7319,Premium,Fashion,3,5503,14197.74,14.0,No,Non-Festival,Credit Card,2,3.1,No,12210.0564
ORD104469,2024-12-28,CUST6032,Regular,Electronics,3,3775,6568.500000000001,42.0,Yes,Christmas/New Year,COD,2,4.4,No,3809.730000000001
ORD104470,2024-05-02,CUST7685,Premium,Groceries,5,6792,26149.2,23.0,No,Non-Festival,COD,7,3.7,No,20134.884000000002
ORD104471,2024-07-06,CUST5834,Regular,Groceries,1,4525,2443.5,25.0,No,Non-Festival,UPI,4,4.0,No,1832.625
ORD104472,2024-08-17,CUST2825,Regular,Groceries,3,1264,3033.6000000000004,20.0,Yes,Independence Day,COD,2,4.0,No,2426.8800000000006
ORD104473,2024-06-16,CUST2424,Premium,Fashion,5,5088,21115.2,17.0,No,Non-Festival,COD,2,3.5,No,17525.615999999998
ORD104474,2024-04-23,CUST8088,Regular,Home Decor,3,2594,6770.34,13.0,No,Non-Festival,UPI,7,4.3,No,5890.1958
ORD104475,2024-09-08,CUST7552,Premium,Fashion,1,8478,6951.960000000001,18.0,No,Non-Festival,UPI,3,4.6,No,5700.607200000001
ORD104476,2024-04-16,CUST1220,Premium,Beauty,1,3120,2745.6,12.0,No,Non-Festival,COD,7,4.8,No,2416.128
ORD104477,2024-02-06,CUST2208,New,Home Decor,2,7058,11998.6,15.0,No,Non-Festival,COD,1,2.6,No,10198.81
ORD104478,2024-11-30,CUST7739,New,Electronics,5,203,1004.85,1.0,No,Non-Festival,COD,3,3.9,No,994.8015
ORD104479,2024-04-01,CUST1117,Regular,Groceries,4,6140,16455.199999999997,33.0,No,Non-Festival,Wallet,6,2.6,No,11024.983999999997
ORD104480,2024-01-18,CUST4528,New,Home Decor,3,8248,12866.88,48.0,No,Non-Festival,Wallet,5,4.8,No,6690.777599999999
ORD104481,2024-12-19,CUST4205,Premium,Home Decor,1,9913,7434.75,25.0,No,Non-Festival,Credit Card,2,3.6,No,5576.0625
ORD104482,2024-03-03,CUST9976,Premium,Groceries,3,2177,5159.49,21.0,No,Non-Festival,Credit Card,1,4.8,No,4075.9971
ORD104483,2024-05-29,CUST4503,Regular,Electronics,3,9866,23974.38,19.0,No,Non-Festival,COD,3,3.0,No,19419.2478
ORD104484,2024-05-18,CUST2767,New,Fashion,4,9522,27423.36,28.0,No,Non-Festival,UPI,6,2.9,No,19744.819199999998
ORD104485,2024-07-04,CUST3134,Regular,Fashion,1,9272,7695.759999999999,17.0,No,Non-Festival,COD,4,4.8,No,6387.480799999999
ORD104486,2024-07-03,CUST6509,New,Home Decor,2,9793,14101.92,28.0,No,Non-Festival,COD,5,4.8,No,10153.3824
ORD104487,2024-07-23,CUST5616,Regular,Groceries,5,1950,5752.500000000001,41.0,No,Non-Festival,Credit Card,6,4.4,No,3393.975000000001
ORD104488,2024-09-16,CUST3745,Premium,Beauty,3,201,343.71000000000004,43.0,No,Non-Festival,,7,3.1,No,195.91470000000004
ORD104489,2024-08-01,CUST1202,Regular,Electronics,4,9536,28226.56,26.0,No,Non-Festival,COD,5,2.9,Yes,20887.6544
ORD104490,2024-09-12,CUST8107,Regular,Fashion,4,8540,22545.6,34.0,No,Non-Festival,Credit Card,6,4.4,No,14880.095999999998
ORD104491,2024-05-14,CUST5089,Regular,Electronics,5,4447,16009.2,28.0,No,Non-Festival,Credit Card,5,4.1,No,11526.624
ORD104492,2024-03-01,CUST5705,Regular,Electronics,5,7932,37677.0,5.0,No,Non-Festival,UPI,3,4.7,No,35793.15
ORD104493,2024-12-28,CUST3437,Regular,Electronics,1,6235,3990.4,36.0,Yes,Christmas/New Year,UPI,1,3.2,No,2553.856
ORD104494,2024-11-05,CUST1832,Regular,Groceries,3,2243,5114.04,24.0,Yes,Diwali,UPI,1,3.2,No,3886.6704
ORD104495,2024-03-28,CUST6166,Premium,Groceries,3,1902,4564.8,20.0,Yes,Holi,Wallet,2,4.3,No,3651.84
ORD104496,2024-11-19,CUST8575,New,Groceries,5,6147,21514.5,30.0,No,Non-Festival,Wallet,1,3.2,No,15060.15
ORD104497,2024-07-25,CUST7813,Premium,Home Decor,2,1587,1936.14,39.0,No,Non-Festival,COD,7,3.7,No,1181.0454
ORD104498,2024-05-08,CUST9954,Regular,Groceries,3,6026,9219.78,49.0,No,Non-Festival,UPI,4,3.8,No,4702.0878
ORD104499,2024-11-06,CUST3204,Regular,Home Decor,4,9642,32782.8,15.0,Yes,Diwali,Credit Card,6,4.2,No,27865.38
ORD104500,2024-01-03,CUST8524,Regular,Fashion,5,4662,20279.7,13.0,No,Non-Festival,UPI,5,3.4,No,17643.339
ORD104501,2024-08-29,CUST9624,New,Fashion,3,2236,6372.599999999999,5.0,Yes,Raksha Bandhan,COD,7,4.6,No,6053.969999999999
ORD104502,2024-04-30,CUST4681,New,Fashion,1,6605,5944.5,10.0,No,Non-Festival,Wallet,3,3.5,No,5350.05
ORD104503,2024-04-11,CUST6569,Regular,Fashion,5,6989,25859.3,26.0,No,Non-Festival,Wallet,5,2.6,No,19135.881999999998
ORD104504,2024-02-07,CUST2951,Regular,Fashion,4,6319,15923.88,37.0,No,Non-Festival,COD,5,2.7,Yes,10032.044399999999
ORD104505,2024-12-06,CUST7753,New,Groceries,1,737,707.52,4.0,No,Non-Festival,UPI,4,4.9,No,679.2192
ORD104506,2024-05-12,CUST7156,New,Beauty,5,9946,42767.8,14.0,No,Non-Festival,COD,6,4.1,No,36780.308000000005
ORD104507,2024-07-20,CUST9399,New,Groceries,5,9182,28923.3,37.0,No,Non-Festival,COD,7,3.7,No,18221.679
ORD104508,2024-12-13,CUST1228,New,Beauty,3,7063,18010.649999999998,15.0,No,Non-Festival,Wallet,7,4.7,No,15309.052499999998
ORD104509,2024-01-21,CUST3316,Regular,Groceries,1,2148,1782.84,17.0,Yes,Republic Day,Wallet,7,4.3,No,1479.7571999999998
ORD104510,2024-08-29,CUST9415,Regular,Fashion,5,5378,18285.2,32.0,Yes,,Wallet,5,3.0,Yes,12433.936
ORD104511,2024-04-18,CUST7414,Regular,Electronics,4,5304,14002.559999999998,34.0,No,Non-Festival,COD,5,2.5,No,9241.689599999998
ORD104512,2024-10-29,CUST7310,Regular,Beauty,1,4343,3344.11,23.0,Yes,Diwali,UPI,4,5.0,No,2574.9647
ORD104513,2024-03-24,CUST2213,Regular,Electronics,3,9827,19457.46,34.0,Yes,Holi,COD,4,4.1,No,12841.923599999998
ORD104514,2024-03-23,CUST5916,Premium,Fashion,2,3048,5730.24,6.0,Yes,Holi,UPI,1,3.7,No,5386.4256
ORD104515,2024-10-17,CUST1451,Regular,Beauty,5,8505,36996.75,13.0,No,Non-Festival,UPI,6,4.9,No,32187.1725
ORD104516,2024-03-09,CUST3639,Regular,Electronics,2,2543,2593.86,49.0,No,Non-Festival,COD,7,3.4,No,1322.8686
ORD104517,2024-05-08,CUST5551,Regular,Groceries,5,4733,16802.149999999998,29.0,No,Non-Festival,UPI,7,4.3,No,11929.526499999998
ORD104518,2024-07-14,CUST2042,Regular,Fashion,3,361,833.91,23.0,No,Non-Festival,UPI,5,4.2,No,642.1107
ORD104519,2024-05-19,CUST5529,Regular,Groceries,3,8895,22949.1,14.0,No,Non-Festival,COD,6,4.2,No,19736.226
ORD104520,2024-10-09,CUST1245,New,Groceries,3,2834,7481.76,12.0,No,Non-Festival,Wallet,2,4.2,No,6583.9488
ORD104521,2024-11-07,CUST7966,New,Fashion,3,5301,13040.46,18.0,Yes,Diwali,COD,2,2.5,No,10693.1772
ORD104522,2024-08-21,CUST7239,Regular,Beauty,1,5966,4295.52,28.0,No,Non-Festival,Wallet,2,4.6,No,3092.7744000000002
ORD104523,2024-01-23,CUST9391,Premium,Home Decor,1,9786,7730.94,21.0,Yes,Republic Day,UPI,6,4.8,No,6107.4426
ORD104524,2024-06-01,CUST2961,Regular,Home Decor,5,1709,8459.55,1.0,No,Non-Festival,Wallet,4,3.6,No,8374.9545
ORD104525,2024-10-03,CUST8852,Premium,Fashion,1,2519,1561.78,38.0,No,Non-Festival,Wallet,5,3.9,No,968.3036
ORD104526,2024-03-01,CUST7436,Regular,Home Decor,5,6305,27742.0,12.0,No,Non-Festival,Credit Card,1,3.3,No,24412.96
ORD104527,2024-11-14,CUST8640,Regular,Electronics,1,8871,5766.150000000001,35.0,No,Non-Festival,Credit Card,5,4.5,No,3747.9975000000004
ORD104528,2024-02-21,CUST5573,New,Beauty,1,9146,5761.9800000000005,37.0,No,Non-Festival,Wallet,7,4.3,No,3630.0474000000004
ORD104529,2024-12-09,CUST5732,Regular,Groceries,1,4199,3485.17,17.0,No,Non-Festival,Credit Card,2,4.3,No,2892.6911
ORD104530,2024-06-01,CUST2822,Regular,Groceries,4,8595,29566.8,14.0,No,Non-Festival,Wallet,6,4.3,No,25427.448
ORD104531,2024-08-24,CUST9063,Regular,Fashion,3,3549,7027.02,34.0,No,Non-Festival,Credit Card,3,3.0,Yes,4637.8332
ORD104532,2024-11-06,CUST1499,Regular,Groceries,4,4411,14820.96,16.0,Yes,Diwali,UPI,6,2.8,No,12449.606399999999
ORD104533,2024-10-28,CUST9935,Regular,Electronics,1,591,313.23,47.0,Yes,Diwali,COD,2,3.3,No,166.01190000000003
ORD104534,2024-02-01,CUST1982,New,Electronics,1,8151,7172.88,12.0,No,Non-Festival,Credit Card,6,3.9,No,6312.1344
ORD104535,2024-02-24,CUST5198,Premium,Fashion,4,7031,22217.960000000003,21.0,No,Non-Festival,COD,6,3.5,No,17552.188400000003
ORD104536,2024-12-17,CUST6955,Premium,Groceries,5,2973,9067.65,39.0,No,Non-Festival,Credit Card,6,3.1,No,5531.2665
ORD104537,2024-02-05,CUST4679,Regular,Home Decor,3,2616,6278.400000000001,20.0,No,Non-Festival,Wallet,4,2.6,No,5022.720000000001
ORD104538,2024-04-19,CUST3956,Regular,Home Decor,5,1438,5392.5,25.0,No,Non-Festival,Credit Card,5,2.8,No,4044.375
ORD104539,2024-06-25,CUST1610,Regular,Beauty,3,6912,11404.8,45.0,No,Non-Festival,Credit Card,4,2.8,No,6272.64
ORD104540,2024-12-27,CUST2197,Regular,Fashion,2,940,1823.6,3.0,Yes,Christmas/New Year,COD,6,4.9,No,1768.8919999999998
